Problem name,Solver,mem=,Runtime(ns),Memory used(bytes),Number of steps to solve(iterations),Number of vector-matrix opeartions
brownbs,lbfgs,50,102458.0,208616.0,1,49702
brownbs,lbfgs,51,95084.0,210472.0,1,49716
brownbs,lbfgs,52,96333.0,212328.0,1,49730
brownbs,lbfgs,53,94791.0,214184.0,1,49744
brownbs,lbfgs,54,103792.0,216232.0,1,49758
brownbs,lbfgs,55,109000.0,218200.0,1,49772
brownbs,lbfgs,56,97500.0,220056.0,1,49786
brownbs,lbfgs,57,96750.0,221912.0,1,49800
brownbs,lbfgs,58,94042.0,223768.0,1,49814
brownbs,lbfgs,59,107584.0,225624.0,1,49828
brownbs,lbfgs,60,96125.0,227672.0,1,49842
brownbs,lbfgs,61,94792.0,229528.0,1,49856
brownbs,lbfgs,62,96250.0,264232.0,1,49870
brownbs,lbfgs,63,101416.0,266088.0,1,49884
brownbs,lbfgs,64,98292.0,267944.0,1,49898
brownbs,lbfgs,65,98584.0,269800.0,1,49912
brownbs,lbfgs,66,99708.0,271784.0,1,49926
brownbs,lbfgs,67,99875.0,273720.0,1,49940
brownbs,lbfgs,68,99584.0,275576.0,1,49954
brownbs,lbfgs,69,99666.0,277432.0,1,49968
brownbs,lbfgs,70,97917.0,279480.0,1,49982
brownbs,lbfgs,71,101000.0,281336.0,1,49996
brownbs,lbfgs,72,99417.0,283272.0,1,50010
brownbs,lbfgs,73,101292.0,285128.0,1,50024
brownbs,lbfgs,74,100667.0,286984.0,1,50038
brownbs,lbfgs,75,98584.0,288840.0,1,50052
brownbs,lbfgs,76,103583.0,290888.0,1,50066
brownbs,lbfgs,77,103875.0,292856.0,1,50080
brownbs,lbfgs,78,100000.0,294712.0,1,50094
brownbs,lbfgs,79,107375.0,296568.0,1,50108
brownbs,lbfgs,80,102042.0,298424.0,1,50122
brownbs,lbfgs,81,99583.0,300280.0,1,50136
brownbs,lbfgs,82,101708.0,335160.0,1,50150
brownbs,lbfgs,83,103375.0,337016.0,1,50164
brownbs,lbfgs,84,101291.0,339000.0,1,50178
brownbs,lbfgs,85,104459.0,340856.0,1,50192
brownbs,lbfgs,86,104833.0,342712.0,1,50206
brownbs,lbfgs,87,106584.0,344568.0,1,50220
brownbs,lbfgs,88,106333.0,346424.0,1,50234
brownbs,lbfgs,89,104500.0,348280.0,1,50248
brownbs,lbfgs,90,102500.0,350456.0,1,50262
brownbs,lbfgs,91,109625.0,352312.0,1,50276
brownbs,lbfgs,92,105000.0,354312.0,1,50290
brownbs,lbfgs,93,103625.0,356168.0,1,50304
brownbs,lbfgs,94,108458.0,358024.0,1,50318
brownbs,lbfgs,95,107792.0,359880.0,1,50332
brownbs,lbfgs,96,111000.0,361736.0,1,50346
brownbs,lbfgs,97,110292.0,363592.0,1,50360
brownbs,lbfgs,98,110417.0,365448.0,1,50374
brownbs,lbfgs,99,113667.0,367304.0,1,50388
brownbs,lbfgs,100,114958.0,369480.0,1,50402
brownden,lbfgs,1,79958.0,18456.0,1,50416
brownden,lbfgs,2,81000.0,22376.0,1,50430
brownden,lbfgs,3,81750.0,25784.0,1,50444
brownden,lbfgs,4,78500.0,29256.0,1,50458
brownden,lbfgs,5,79667.0,32664.0,1,50472
brownden,lbfgs,6,79958.0,36136.0,1,50486
brownden,lbfgs,7,80666.0,39544.0,1,50500
brownden,lbfgs,8,81083.0,43016.0,1,50514
brownden,lbfgs,9,80458.0,46936.0,1,50528
brownden,lbfgs,10,80083.0,50408.0,1,50542
brownden,lbfgs,11,80708.0,53816.0,1,50556
brownden,lbfgs,12,85291.0,57288.0,1,50570
brownden,lbfgs,13,83125.0,60696.0,1,50584
brownden,lbfgs,14,87708.0,64168.0,1,50598
brownden,lbfgs,15,85125.0,67576.0,1,50612
brownden,lbfgs,16,87541.0,71048.0,1,50626
brownden,lbfgs,17,99542.0,74968.0,1,50640
brownden,lbfgs,18,88042.0,78456.0,1,50654
brownden,lbfgs,19,88875.0,81848.0,1,50668
brownden,lbfgs,20,101000.0,85336.0,1,50682
brownden,lbfgs,21,87708.0,120472.0,1,50696
brownden,lbfgs,22,85083.0,122424.0,1,50710
brownden,lbfgs,23,86875.0,124280.0,1,50724
brownden,lbfgs,24,94333.0,126248.0,1,50738
brownden,lbfgs,25,105166.0,128104.0,1,50752
brownden,lbfgs,26,86833.0,130024.0,1,50766
brownden,lbfgs,27,113167.0,131928.0,1,50780
brownden,lbfgs,28,87875.0,133848.0,1,50794
brownden,lbfgs,29,87500.0,135704.0,1,50808
brownden,lbfgs,30,88250.0,137672.0,1,50822
brownden,lbfgs,31,90208.0,139528.0,1,50836
brownden,lbfgs,32,86458.0,141448.0,1,50850
brownden,lbfgs,33,88958.0,143336.0,1,50864
brownden,lbfgs,34,89208.0,145256.0,1,50878
brownden,lbfgs,35,87750.0,147160.0,1,50892
brownden,lbfgs,36,89542.0,149144.0,1,50906
brownden,lbfgs,37,90875.0,151000.0,1,50920
brownden,lbfgs,38,90625.0,152904.0,1,50934
brownden,lbfgs,39,91500.0,154760.0,1,50948
brownden,lbfgs,40,90625.0,156744.0,1,50962
brownden,lbfgs,41,92583.0,191432.0,1,50976
brownden,lbfgs,42,93167.0,193288.0,1,50990
brownden,lbfgs,43,89667.0,195144.0,1,51004
brownden,lbfgs,44,90709.0,197128.0,1,51018
brownden,lbfgs,45,101084.0,199064.0,1,51032
brownden,lbfgs,46,98166.0,200920.0,1,51046
brownden,lbfgs,47,94041.0,202776.0,1,51060
brownden,lbfgs,48,93834.0,204824.0,1,51074
brownden,lbfgs,49,96541.0,206680.0,1,51088
brownden,lbfgs,50,98833.0,208616.0,1,51102
brownden,lbfgs,51,94541.0,210472.0,1,51116
brownden,lbfgs,52,94083.0,212328.0,1,51130
brownden,lbfgs,53,94584.0,214184.0,1,51144
brownden,lbfgs,54,95625.0,216232.0,1,51158
brownden,lbfgs,55,95334.0,218200.0,1,51172
brownden,lbfgs,56,93167.0,220056.0,1,51186
brownden,lbfgs,57,93750.0,221912.0,1,51200
brownden,lbfgs,58,96042.0,223768.0,1,51214
brownden,lbfgs,59,96417.0,225624.0,1,51228
brownden,lbfgs,60,96250.0,227672.0,1,51242
brownden,lbfgs,61,96459.0,229528.0,1,51256
brownden,lbfgs,62,95291.0,264232.0,1,51270
brownden,lbfgs,63,104458.0,266088.0,1,51284
brownden,lbfgs,64,97959.0,267944.0,1,51298
brownden,lbfgs,65,97125.0,269800.0,1,51312
brownden,lbfgs,66,102000.0,271784.0,1,51326
brownden,lbfgs,67,100708.0,273720.0,1,51340
brownden,lbfgs,68,97042.0,275576.0,1,51354
brownden,lbfgs,69,99291.0,277432.0,1,51368
brownden,lbfgs,70,100291.0,279480.0,1,51382
brownden,lbfgs,71,100375.0,281336.0,1,51396
brownden,lbfgs,72,98875.0,283272.0,1,51410
brownden,lbfgs,73,100667.0,285128.0,1,51424
brownden,lbfgs,74,102917.0,286984.0,1,51438
brownden,lbfgs,75,100208.0,288840.0,1,51452
brownden,lbfgs,76,99458.0,290888.0,1,51466
brownden,lbfgs,77,99750.0,292856.0,1,51480
brownden,lbfgs,78,102750.0,294712.0,1,51494
brownden,lbfgs,79,101500.0,296568.0,1,51508
brownden,lbfgs,80,128667.0,298424.0,1,51522
brownden,lbfgs,81,101250.0,300280.0,1,51536
brownden,lbfgs,82,106208.0,335160.0,1,51550
brownden,lbfgs,83,100667.0,337016.0,1,51564
brownden,lbfgs,84,103208.0,339000.0,1,51578
brownden,lbfgs,85,103667.0,340856.0,1,51592
brownden,lbfgs,86,101583.0,342712.0,1,51606
brownden,lbfgs,87,104500.0,344568.0,1,51620
brownden,lbfgs,88,105584.0,346424.0,1,51634
brownden,lbfgs,89,107042.0,348280.0,1,51648
brownden,lbfgs,90,103875.0,350456.0,1,51662
brownden,lbfgs,91,103958.0,352312.0,1,51676
brownden,lbfgs,92,103375.0,354312.0,1,51690
brownden,lbfgs,93,107708.0,356168.0,1,51704
brownden,lbfgs,94,111166.0,358024.0,1,51718
brownden,lbfgs,95,103750.0,359880.0,1,51732
brownden,lbfgs,96,112791.0,361736.0,1,51746
brownden,lbfgs,97,108708.0,363592.0,1,51760
brownden,lbfgs,98,112500.0,365448.0,1,51774
brownden,lbfgs,99,110750.0,367304.0,1,51788
brownden,lbfgs,100,109084.0,369480.0,1,51802
chwirut1,lbfgs,1,79375.0,18456.0,1,51816
chwirut1,lbfgs,2,79708.0,22376.0,1,51830
chwirut1,lbfgs,3,80792.0,25784.0,1,51844
chwirut1,lbfgs,4,80500.0,29256.0,1,51858
chwirut1,lbfgs,5,79292.0,32664.0,1,51872
chwirut1,lbfgs,6,81334.0,36136.0,1,51886
chwirut1,lbfgs,7,79542.0,39544.0,1,51900
chwirut1,lbfgs,8,88833.0,43016.0,1,51914
chwirut1,lbfgs,9,88792.0,46936.0,1,51928
chwirut1,lbfgs,10,80750.0,50408.0,1,51942
chwirut1,lbfgs,11,81750.0,53816.0,1,51956
chwirut1,lbfgs,12,82709.0,57288.0,1,51970
chwirut1,lbfgs,13,81375.0,60696.0,1,51984
chwirut1,lbfgs,14,82958.0,64168.0,1,51998
chwirut1,lbfgs,15,89667.0,67576.0,1,52012
chwirut1,lbfgs,16,85916.0,71048.0,1,52026
chwirut1,lbfgs,17,85333.0,74968.0,1,52040
chwirut1,lbfgs,18,96167.0,78456.0,1,52054
chwirut1,lbfgs,19,85583.0,81848.0,1,52068
chwirut1,lbfgs,20,83542.0,85336.0,1,52082
chwirut1,lbfgs,21,89500.0,120472.0,1,52096
chwirut1,lbfgs,22,88541.0,122424.0,1,52110
chwirut1,lbfgs,23,84083.0,124280.0,1,52124
chwirut1,lbfgs,24,91084.0,126248.0,1,52138
chwirut1,lbfgs,25,85208.0,128104.0,1,52152
chwirut1,lbfgs,26,87292.0,130024.0,1,52166
chwirut1,lbfgs,27,88000.0,131928.0,1,52180
chwirut1,lbfgs,28,86167.0,133848.0,1,52194
chwirut1,lbfgs,29,90250.0,135704.0,1,52208
chwirut1,lbfgs,30,86500.0,137672.0,1,52222
chwirut1,lbfgs,31,88625.0,139528.0,1,52236
chwirut1,lbfgs,32,88375.0,141448.0,1,52250
chwirut1,lbfgs,33,106583.0,143336.0,1,52264
chwirut1,lbfgs,34,90417.0,145256.0,1,52278
chwirut1,lbfgs,35,90666.0,147160.0,1,52292
chwirut1,lbfgs,36,90750.0,149144.0,1,52306
chwirut1,lbfgs,37,89334.0,151000.0,1,52320
chwirut1,lbfgs,38,89625.0,152904.0,1,52334
chwirut1,lbfgs,39,91958.0,154760.0,1,52348
chwirut1,lbfgs,40,92625.0,156744.0,1,52362
chwirut1,lbfgs,41,98250.0,191432.0,1,52376
chwirut1,lbfgs,42,92125.0,193288.0,1,52390
chwirut1,lbfgs,43,92917.0,195144.0,1,52404
chwirut1,lbfgs,44,93167.0,197128.0,1,52418
chwirut1,lbfgs,45,93333.0,199064.0,1,52432
chwirut1,lbfgs,46,89709.0,200920.0,1,52446
chwirut1,lbfgs,47,93375.0,202776.0,1,52460
chwirut1,lbfgs,48,93334.0,204824.0,1,52474
chwirut1,lbfgs,49,92000.0,206680.0,1,52488
chwirut1,lbfgs,50,91541.0,208616.0,1,52502
chwirut1,lbfgs,51,91875.0,210472.0,1,52516
chwirut1,lbfgs,52,95375.0,212328.0,1,52530
chwirut1,lbfgs,53,95875.0,214184.0,1,52544
chwirut1,lbfgs,54,94666.0,216232.0,1,52558
chwirut1,lbfgs,55,94000.0,218200.0,1,52572
chwirut1,lbfgs,56,96667.0,220056.0,1,52586
chwirut1,lbfgs,57,93709.0,221912.0,1,52600
chwirut1,lbfgs,58,95917.0,223768.0,1,52614
chwirut1,lbfgs,59,95250.0,225624.0,1,52628
chwirut1,lbfgs,60,99916.0,227672.0,1,52642
chwirut1,lbfgs,61,104458.0,229528.0,1,52656
chwirut1,lbfgs,62,96000.0,264232.0,1,52670
chwirut1,lbfgs,63,100833.0,266088.0,1,52684
chwirut1,lbfgs,64,99541.0,267944.0,1,52698
chwirut1,lbfgs,65,99333.0,269800.0,1,52712
chwirut1,lbfgs,66,98875.0,271784.0,1,52726
chwirut1,lbfgs,67,101958.0,273720.0,1,52740
chwirut1,lbfgs,68,97292.0,275576.0,1,52754
chwirut1,lbfgs,69,101417.0,277432.0,1,52768
chwirut1,lbfgs,70,99916.0,279480.0,1,52782
chwirut1,lbfgs,71,98334.0,281336.0,1,52796
chwirut1,lbfgs,72,105959.0,283272.0,1,52810
chwirut1,lbfgs,73,100500.0,285128.0,1,52824
chwirut1,lbfgs,74,97708.0,286984.0,1,52838
chwirut1,lbfgs,75,107417.0,288840.0,1,52852
chwirut1,lbfgs,76,103125.0,290888.0,1,52866
chwirut1,lbfgs,77,103334.0,292856.0,1,52880
chwirut1,lbfgs,78,103125.0,294712.0,1,52894
chwirut1,lbfgs,79,101709.0,296568.0,1,52908
chwirut1,lbfgs,80,100625.0,298424.0,1,52922
chwirut1,lbfgs,81,103500.0,300280.0,1,52936
chwirut1,lbfgs,82,104625.0,335160.0,1,52950
chwirut1,lbfgs,83,101167.0,337016.0,1,52964
chwirut1,lbfgs,84,102250.0,339000.0,1,52978
chwirut1,lbfgs,85,102292.0,340856.0,1,52992
chwirut1,lbfgs,86,102625.0,342712.0,1,53006
chwirut1,lbfgs,87,101833.0,344568.0,1,53020
chwirut1,lbfgs,88,111042.0,346424.0,1,53034
chwirut1,lbfgs,89,106291.0,348280.0,1,53048
chwirut1,lbfgs,90,106916.0,350456.0,1,53062
chwirut1,lbfgs,91,106042.0,352312.0,1,53076
chwirut1,lbfgs,92,112458.0,354312.0,1,53090
chwirut1,lbfgs,93,105708.0,356168.0,1,53104
chwirut1,lbfgs,94,106708.0,358024.0,1,53118
chwirut1,lbfgs,95,103625.0,359880.0,1,53132
chwirut1,lbfgs,96,106583.0,361736.0,1,53146
chwirut1,lbfgs,97,105583.0,363592.0,1,53160
chwirut1,lbfgs,98,106125.0,365448.0,1,53174
chwirut1,lbfgs,99,107250.0,367304.0,1,53188
chwirut1,lbfgs,100,104917.0,369480.0,1,53202
chwirut2,lbfgs,1,83292.0,18456.0,1,53216
chwirut2,lbfgs,2,78959.0,22376.0,1,53230
chwirut2,lbfgs,3,78583.0,25784.0,1,53244
chwirut2,lbfgs,4,81750.0,29256.0,1,53258
chwirut2,lbfgs,5,81500.0,32664.0,1,53272
chwirut2,lbfgs,6,79875.0,36136.0,1,53286
chwirut2,lbfgs,7,80291.0,39544.0,1,53300
chwirut2,lbfgs,8,83333.0,43016.0,1,53314
chwirut2,lbfgs,9,81417.0,46936.0,1,53328
chwirut2,lbfgs,10,83250.0,50408.0,1,53342
chwirut2,lbfgs,11,83458.0,53816.0,1,53356
chwirut2,lbfgs,12,84250.0,57288.0,1,53370
chwirut2,lbfgs,13,82208.0,60696.0,1,53384
chwirut2,lbfgs,14,83333.0,64168.0,1,53398
chwirut2,lbfgs,15,82208.0,67576.0,1,53412
chwirut2,lbfgs,16,84541.0,71048.0,1,53426
chwirut2,lbfgs,17,82708.0,74968.0,1,53440
chwirut2,lbfgs,18,82666.0,78456.0,1,53454
chwirut2,lbfgs,19,85166.0,81848.0,1,53468
chwirut2,lbfgs,20,83458.0,85336.0,1,53482
chwirut2,lbfgs,21,84375.0,120472.0,1,53496
chwirut2,lbfgs,22,86375.0,122424.0,1,53510
chwirut2,lbfgs,23,87250.0,124280.0,1,53524
chwirut2,lbfgs,24,84708.0,126248.0,1,53538
chwirut2,lbfgs,25,85000.0,128104.0,1,53552
chwirut2,lbfgs,26,86042.0,130024.0,1,53566
chwirut2,lbfgs,27,87125.0,131928.0,1,53580
chwirut2,lbfgs,28,89250.0,133848.0,1,53594
chwirut2,lbfgs,29,89791.0,135704.0,1,53608
chwirut2,lbfgs,30,89083.0,137672.0,1,53622
chwirut2,lbfgs,31,86333.0,139528.0,1,53636
chwirut2,lbfgs,32,87125.0,141448.0,1,53650
chwirut2,lbfgs,33,88500.0,143336.0,1,53664
chwirut2,lbfgs,34,88542.0,145256.0,1,53678
chwirut2,lbfgs,35,91375.0,147160.0,1,53692
chwirut2,lbfgs,36,87250.0,149144.0,1,53706
chwirut2,lbfgs,37,87083.0,151000.0,1,53720
chwirut2,lbfgs,38,90541.0,152904.0,1,53734
chwirut2,lbfgs,39,92125.0,154760.0,1,53748
chwirut2,lbfgs,40,104541.0,156744.0,1,53762
chwirut2,lbfgs,41,91709.0,191432.0,1,53776
chwirut2,lbfgs,42,100167.0,193288.0,1,53790
chwirut2,lbfgs,43,93875.0,195144.0,1,53804
chwirut2,lbfgs,44,94958.0,197128.0,1,53818
chwirut2,lbfgs,45,99208.0,199064.0,1,53832
chwirut2,lbfgs,46,105208.0,200920.0,1,53846
chwirut2,lbfgs,47,92750.0,202776.0,1,53860
chwirut2,lbfgs,48,93417.0,204824.0,1,53874
chwirut2,lbfgs,49,91041.0,206680.0,1,53888
chwirut2,lbfgs,50,92250.0,208616.0,1,53902
chwirut2,lbfgs,51,97125.0,210472.0,1,53916
chwirut2,lbfgs,52,96625.0,212328.0,1,53930
chwirut2,lbfgs,53,95250.0,214184.0,1,53944
chwirut2,lbfgs,54,96167.0,216232.0,1,53958
chwirut2,lbfgs,55,98125.0,218200.0,1,53972
chwirut2,lbfgs,56,94125.0,220056.0,1,53986
chwirut2,lbfgs,57,96292.0,221912.0,1,54000
chwirut2,lbfgs,58,97083.0,223768.0,1,54014
chwirut2,lbfgs,59,94875.0,225624.0,1,54028
chwirut2,lbfgs,60,95375.0,227672.0,1,54042
chwirut2,lbfgs,61,95750.0,229528.0,1,54056
chwirut2,lbfgs,62,96292.0,264232.0,1,54070
chwirut2,lbfgs,63,98083.0,266088.0,1,54084
chwirut2,lbfgs,64,98875.0,267944.0,1,54098
chwirut2,lbfgs,65,96042.0,269800.0,1,54112
chwirut2,lbfgs,66,96500.0,271784.0,1,54126
chwirut2,lbfgs,67,104667.0,273720.0,1,54140
chwirut2,lbfgs,68,97541.0,275576.0,1,54154
chwirut2,lbfgs,69,97541.0,277432.0,1,54168
chwirut2,lbfgs,70,97333.0,279480.0,1,54182
chwirut2,lbfgs,71,98375.0,281336.0,1,54196
chwirut2,lbfgs,72,103833.0,283272.0,1,54210
chwirut2,lbfgs,73,101792.0,285128.0,1,54224
chwirut2,lbfgs,74,103375.0,286984.0,1,54238
chwirut2,lbfgs,75,103417.0,288840.0,1,54252
chwirut2,lbfgs,76,100584.0,290888.0,1,54266
chwirut2,lbfgs,77,112958.0,292856.0,1,54280
chwirut2,lbfgs,78,100208.0,294712.0,1,54294
chwirut2,lbfgs,79,100250.0,296568.0,1,54308
chwirut2,lbfgs,80,100250.0,298424.0,1,54322
chwirut2,lbfgs,81,103167.0,300280.0,1,54336
chwirut2,lbfgs,82,101000.0,335160.0,1,54350
chwirut2,lbfgs,83,105208.0,337016.0,1,54364
chwirut2,lbfgs,84,105041.0,339000.0,1,54378
chwirut2,lbfgs,85,100709.0,340856.0,1,54392
chwirut2,lbfgs,86,104167.0,342712.0,1,54406
chwirut2,lbfgs,87,105542.0,344568.0,1,54420
chwirut2,lbfgs,88,117666.0,346424.0,1,54434
chwirut2,lbfgs,89,106875.0,348280.0,1,54448
chwirut2,lbfgs,90,104792.0,350456.0,1,54462
chwirut2,lbfgs,91,104542.0,352312.0,1,54476
chwirut2,lbfgs,92,109958.0,354312.0,1,54490
chwirut2,lbfgs,93,108250.0,356168.0,1,54504
chwirut2,lbfgs,94,106708.0,358024.0,1,54518
chwirut2,lbfgs,95,104333.0,359880.0,1,54532
chwirut2,lbfgs,96,110833.0,361736.0,1,54546
chwirut2,lbfgs,97,105458.0,363592.0,1,54560
chwirut2,lbfgs,98,107708.0,365448.0,1,54574
chwirut2,lbfgs,99,105708.0,367304.0,1,54588
chwirut2,lbfgs,100,106666.0,369480.0,1,54602
cliff,lbfgs,1,79375.0,18456.0,1,54616
cliff,lbfgs,2,79167.0,22376.0,1,54630
cliff,lbfgs,3,82042.0,25784.0,1,54644
cliff,lbfgs,4,81333.0,29256.0,1,54658
cliff,lbfgs,5,79833.0,32664.0,1,54672
cliff,lbfgs,6,80708.0,36136.0,1,54686
cliff,lbfgs,7,82584.0,39544.0,1,54700
cliff,lbfgs,8,86834.0,43016.0,1,54714
cliff,lbfgs,9,82541.0,46936.0,1,54728
cliff,lbfgs,10,80625.0,50408.0,1,54742
cliff,lbfgs,11,91334.0,53816.0,1,54756
cliff,lbfgs,12,86417.0,57288.0,1,54770
cliff,lbfgs,13,82750.0,60696.0,1,54784
cliff,lbfgs,14,81541.0,64168.0,1,54798
cliff,lbfgs,15,88792.0,67576.0,1,54812
cliff,lbfgs,16,85416.0,71048.0,1,54826
cliff,lbfgs,17,83208.0,74968.0,1,54840
cliff,lbfgs,18,86083.0,78456.0,1,54854
cliff,lbfgs,19,83458.0,81848.0,1,54868
cliff,lbfgs,20,83375.0,85336.0,1,54882
cliff,lbfgs,21,87333.0,120472.0,1,54896
cliff,lbfgs,22,85833.0,122424.0,1,54910
cliff,lbfgs,23,83958.0,124280.0,1,54924
cliff,lbfgs,24,87167.0,126248.0,1,54938
cliff,lbfgs,25,84833.0,128104.0,1,54952
cliff,lbfgs,26,84750.0,130024.0,1,54966
cliff,lbfgs,27,89000.0,131928.0,1,54980
cliff,lbfgs,28,87500.0,133848.0,1,54994
cliff,lbfgs,29,87500.0,135704.0,1,55008
cliff,lbfgs,30,87542.0,137672.0,1,55022
cliff,lbfgs,31,96000.0,139528.0,1,55036
cliff,lbfgs,32,86417.0,141448.0,1,55050
cliff,lbfgs,33,86875.0,143336.0,1,55064
cliff,lbfgs,34,90542.0,145256.0,1,55078
cliff,lbfgs,35,88792.0,147160.0,1,55092
cliff,lbfgs,36,87958.0,149144.0,1,55106
cliff,lbfgs,37,89584.0,151000.0,1,55120
cliff,lbfgs,38,91625.0,152904.0,1,55134
cliff,lbfgs,39,88667.0,154760.0,1,55148
cliff,lbfgs,40,88750.0,156744.0,1,55162
cliff,lbfgs,41,91208.0,191432.0,1,55176
cliff,lbfgs,42,89500.0,193288.0,1,55190
cliff,lbfgs,43,92083.0,195144.0,1,55204
cliff,lbfgs,44,92458.0,197128.0,1,55218
cliff,lbfgs,45,93583.0,199064.0,1,55232
cliff,lbfgs,46,90625.0,200920.0,1,55246
cliff,lbfgs,47,100750.0,202776.0,1,55260
cliff,lbfgs,48,94375.0,204824.0,1,55274
cliff,lbfgs,49,91834.0,206680.0,1,55288
cliff,lbfgs,50,92042.0,208616.0,1,55302
cliff,lbfgs,51,95083.0,210472.0,1,55316
cliff,lbfgs,52,93000.0,212328.0,1,55330
cliff,lbfgs,53,92541.0,214184.0,1,55344
cliff,lbfgs,54,95792.0,216232.0,1,55358
cliff,lbfgs,55,93458.0,218200.0,1,55372
cliff,lbfgs,56,92792.0,220056.0,1,55386
cliff,lbfgs,57,98458.0,221912.0,1,55400
cliff,lbfgs,58,97708.0,223768.0,1,55414
cliff,lbfgs,59,101125.0,225624.0,1,55428
cliff,lbfgs,60,98125.0,227672.0,1,55442
cliff,lbfgs,61,94916.0,229528.0,1,55456
cliff,lbfgs,62,95750.0,264232.0,1,55470
cliff,lbfgs,63,96375.0,266088.0,1,55484
cliff,lbfgs,64,103208.0,267944.0,1,55498
cliff,lbfgs,65,96292.0,269800.0,1,55512
cliff,lbfgs,66,99166.0,271784.0,1,55526
cliff,lbfgs,67,98000.0,273720.0,1,55540
cliff,lbfgs,68,101208.0,275576.0,1,55554
cliff,lbfgs,69,101125.0,277432.0,1,55568
cliff,lbfgs,70,101708.0,279480.0,1,55582
cliff,lbfgs,71,98375.0,281336.0,1,55596
cliff,lbfgs,72,100625.0,283272.0,1,55610
cliff,lbfgs,73,102042.0,285128.0,1,55624
cliff,lbfgs,74,97625.0,286984.0,1,55638
cliff,lbfgs,75,101917.0,288840.0,1,55652
cliff,lbfgs,76,102542.0,290888.0,1,55666
cliff,lbfgs,77,99166.0,292856.0,1,55680
cliff,lbfgs,78,102583.0,294712.0,1,55694
cliff,lbfgs,79,103667.0,296568.0,1,55708
cliff,lbfgs,80,100958.0,298424.0,1,55722
cliff,lbfgs,81,99625.0,300280.0,1,55736
cliff,lbfgs,82,98709.0,335160.0,1,55750
cliff,lbfgs,83,102375.0,337016.0,1,55764
cliff,lbfgs,84,103500.0,339000.0,1,55778
cliff,lbfgs,85,104000.0,340856.0,1,55792
cliff,lbfgs,86,107792.0,342712.0,1,55806
cliff,lbfgs,87,106500.0,344568.0,1,55820
cliff,lbfgs,88,103875.0,346424.0,1,55834
cliff,lbfgs,89,102709.0,348280.0,1,55848
cliff,lbfgs,90,103375.0,350456.0,1,55862
cliff,lbfgs,91,111459.0,352312.0,1,55876
cliff,lbfgs,92,106750.0,354312.0,1,55890
cliff,lbfgs,93,107041.0,356168.0,1,55904
cliff,lbfgs,94,107000.0,358024.0,1,55918
cliff,lbfgs,95,109542.0,359880.0,1,55932
cliff,lbfgs,96,107625.0,361736.0,1,55946
cliff,lbfgs,97,108500.0,363592.0,1,55960
cliff,lbfgs,98,109500.0,365448.0,1,55974
cliff,lbfgs,99,107166.0,367304.0,1,55988
cliff,lbfgs,100,109333.0,369480.0,1,56002
danwood,lbfgs,1,81167.0,18456.0,1,56016
danwood,lbfgs,2,81583.0,22376.0,1,56030
danwood,lbfgs,3,79708.0,25784.0,1,56044
danwood,lbfgs,4,80333.0,29256.0,1,56058
danwood,lbfgs,5,81875.0,32664.0,1,56072
danwood,lbfgs,6,81417.0,36136.0,1,56086
danwood,lbfgs,7,80125.0,39544.0,1,56100
danwood,lbfgs,8,80167.0,43016.0,1,56114
danwood,lbfgs,9,80542.0,46936.0,1,56128
danwood,lbfgs,10,84667.0,50408.0,1,56142
danwood,lbfgs,11,82750.0,53816.0,1,56156
danwood,lbfgs,12,80750.0,57288.0,1,56170
danwood,lbfgs,13,81584.0,60696.0,1,56184
danwood,lbfgs,14,82041.0,64168.0,1,56198
danwood,lbfgs,15,85125.0,67576.0,1,56212
danwood,lbfgs,16,85958.0,71048.0,1,56226
danwood,lbfgs,17,84666.0,74968.0,1,56240
danwood,lbfgs,18,84958.0,78456.0,1,56254
danwood,lbfgs,19,82625.0,81848.0,1,56268
danwood,lbfgs,20,84417.0,85336.0,1,56282
danwood,lbfgs,21,83250.0,120472.0,1,56296
danwood,lbfgs,22,86875.0,122424.0,1,56310
danwood,lbfgs,23,84541.0,124280.0,1,56324
danwood,lbfgs,24,87208.0,126248.0,1,56338
danwood,lbfgs,25,86917.0,128104.0,1,56352
danwood,lbfgs,26,84958.0,130024.0,1,56366
danwood,lbfgs,27,87375.0,131928.0,1,56380
danwood,lbfgs,28,85792.0,133848.0,1,56394
danwood,lbfgs,29,88208.0,135704.0,1,56408
danwood,lbfgs,30,88541.0,137672.0,1,56422
danwood,lbfgs,31,86042.0,139528.0,1,56436
danwood,lbfgs,32,94416.0,141448.0,1,56450
danwood,lbfgs,33,87042.0,143336.0,1,56464
danwood,lbfgs,34,89042.0,145256.0,1,56478
danwood,lbfgs,35,89792.0,147160.0,1,56492
danwood,lbfgs,36,88000.0,149144.0,1,56506
danwood,lbfgs,37,87708.0,151000.0,1,56520
danwood,lbfgs,38,88875.0,152904.0,1,56534
danwood,lbfgs,39,91667.0,154760.0,1,56548
danwood,lbfgs,40,88834.0,156744.0,1,56562
danwood,lbfgs,41,89791.0,191432.0,1,56576
danwood,lbfgs,42,89041.0,193288.0,1,56590
danwood,lbfgs,43,91334.0,195144.0,1,56604
danwood,lbfgs,44,93042.0,197128.0,1,56618
danwood,lbfgs,45,90500.0,199064.0,1,56632
danwood,lbfgs,46,90792.0,200920.0,1,56646
danwood,lbfgs,47,90750.0,202776.0,1,56660
danwood,lbfgs,48,90125.0,204824.0,1,56674
